Handle,Title,Description(HTML),Description(text),OriginalPrice,DiscountedPrice,ProductURL,Image Src,Image Position
Orient 自動機械湣水手錶RA-AC0K01B10B,Orient 自動機械湣水手錶RA-AC0K01B10B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>規格<br/></p>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶殼直徑：43.4毫米<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶殼厚度：12.8 毫米<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶帶寬度：22毫米<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>水晶：藍寶石玻璃<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶盤：高精度不銹鋼<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>機芯：日本機械機芯Cal. F6722<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>錶帶：鋼<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>防水性：20ATM<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>保修期：1年<br/>
</div>
<div><br/></div>
<div><br/></div>
<div><br/></div>
<div>包裝：原廠錶盒</div>
</div>",規格錶殼直徑：43.4毫米錶殼厚度：12.8 毫米錶帶寬度：22毫米水晶：藍寶石玻璃錶盤：高精度不銹鋼機芯：日本機械機芯Cal. F6722錶帶：鋼防水性：20ATM保修期：1年包裝：原廠錶盒,"HK$4,598.00","HK$2,490.00",https://www.citiwide-online.com/products/5fa8d6c34ab0420001745ba9,https://shoplineimg.com/5d02035403a5360001dbbef8/5fa8d6c692f131000156e82a/2000x.jpg,1
Orient 自動機械湣水手錶RA-AC0K01B10B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fa8d6c892f131000156e82d/2000x.jpg,2
Orient 自動機械湣水手錶RA-AC0K01B10B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fa8d6ca92f131000156e82f/2000x.jpg,3
Orient Sport 系列 自動機械手錶 RN-AK0401L,Orient Sport 系列 自動機械手錶 RN-AK0401L,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>品牌 Orient<br/></p>
<div>機芯 自動<br/>
</div>
<div>機芯 F6B22<br/>
</div>
<div>錶殼材質 不銹鋼<br/>
</div>
<div>外殼形狀 圓形<br/>
</div>
<div>錶殼大小 42.4<br/>
</div>
<div>錶殼的厚度 12.2<br/>
</div>
<div>錶面類型 無數字<br/>
</div>
<div>錶盤顏色 藍色<br/>
</div>
<div>錶帶材質 不銹鋼<br/>
</div>
<div>錶帶 顏色銀色<br/>
</div>
<div>耐水 100M<br/>
</div>
<div>錶面:礦物玻璃<br/>
</div>
<div>功能發光指針，發光標記，日期，日期，防磁</div>
</div>",品牌 Orient機芯 自動機芯 F6B22錶殼材質 不銹鋼外殼形狀 圓形錶殼大小 42.4錶殼的厚度 12.2錶面類型 無數字錶盤顏色 藍色錶帶材質 不銹鋼錶帶 顏色銀色耐水 100M錶面:礦物玻璃功能發光指針，發光標記，日期，日期，防磁,"HK$2,598.00","HK$1,690.00",https://www.citiwide-online.com/products/5fbcd6e3b9a63100013a4a6d,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6e655d4ed00015b265f/2000x.jpg,1
Orient Sport 系列 自動機械手錶 RN-AK0401L,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6e955d4ed00015b2665/2000x.jpg,2
Orient Sport 系列 自動機械手錶 RN-AK0401L,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fbcd6eb55d4ed00015b2669/2000x.jpg,3
Orient Defender II 布帶款 機械自動錶  RA-AK0403N,Orient Defender II 布帶款 機械自動錶  RA-AK0403N,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>不銹鋼錶殼<br/></p>
<div>尼龍錶帶<br/>
</div>
<div>自動機芯<br/>
</div>
<div>口徑：F6B22<br/>
</div>
<div>22珠寶<br/>
</div>
<div>礦物水晶<br/>
</div>
<div>黑色錶盤<br/>
</div>
<div>模擬顯示<br/>
</div>
<div>12/24小時顯示<br/>
</div>
<div>發光的手和標記<br/>
</div>
<div>日期和日期顯示<br/>
</div>
<div>堅固的底蓋<br/>
</div>
<div>帶扣表扣<br/>
</div>
<div>100M防水<br/>
</div>
<div><br/></div>
<div>近似直徑：42mm<br/>
</div>
<div>近似錶殼厚度：12mm</div>
</div>",不銹鋼錶殼尼龍錶帶自動機芯口徑：F6B2222珠寶礦物水晶黑色錶盤模擬顯示12/24小時顯示發光的手和標記日期和日期顯示堅固的底蓋帶扣表扣100M防水近似直徑：42mm近似錶殼厚度：12mm,"HK$2,980.00","HK$1,490.00",https://www.citiwide-online.com/products/5f83f0fb36f065000197fa80,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f0fda04ef3000191ee86/2000x.jpg,1
Orient Defender II 布帶款 機械自動錶  RA-AK0403N,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f101a04ef3000191ee8f/2000x.jpg,2
Orient Defender II 布帶款 機械自動錶  RA-AK0403N,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f106a04ef3000191ee93/2000x.jpg,3
Orient Defender II 布帶款 機械自動錶  RA-AK0403N,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f10da04ef3000191ee9d/2000x.jpg,4
Orient 第二代Bambino經典自動手錶FAC0000DB0,Orient 第二代Bambino經典自動手錶FAC0000DB0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>東方Bambino系列<br/></p>
<div>不銹鋼錶殼<br/>
</div>
<div>黑色皮錶帶<br/>
</div>
<div>自動機芯<br/>
</div>
<div>口徑：F6724<br/>
</div>
<div>圓頂礦物水晶<br/>
</div>
<div>黑色錶盤<br/>
</div>
<div>日期顯示<br/>
</div>
<div>堅固的底蓋<br/>
</div>
<div>推/拉冠<br/>
</div>
<div>帶扣表扣<br/>
</div>
<div>30M防水<br/>
</div>
<div><br/></div>
<div>近似錶殼直徑：40.5毫米<br/>
</div>
<div>近似錶殼厚度：11.8毫米</div>
</div>",東方Bambino系列不銹鋼錶殼黑色皮錶帶自動機芯口徑：F6724圓頂礦物水晶黑色錶盤日期顯示堅固的底蓋推/拉冠帶扣表扣30M防水近似錶殼直徑：40.5毫米近似錶殼厚度：11.8毫米,"HK$2,498.00","HK$1,250.00",https://www.citiwide-online.com/products/5f83f0fb36f065000197fa78,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f0fd746f230001af91bc/2000x.jpg,1
Orient 第二代Bambino經典自動手錶FAC0000DB0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f0ff746f230001af91bf/2000x.jpg,2
Orient 第二代Bambino經典自動手錶FAC0000DB0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f101746f230001af91c2/2000x.jpg,3
Orient 石英計時碼表 FTT0Y007W0,Orient 石英計時碼表 FTT0Y007W0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>性別 男人<br/></p>
<div>機芯 石英<br/>
</div>
<div>模擬/數字 模擬<br/>
</div>
<div>錶帶式 皮革<br/>
</div>
<div>晶體類型 礦物<br/>
</div>
<div>錶殼直徑 48毫米<br/>
</div>
<div>耐水性 300M <br/>
</div>
<div>錶殼深度 12毫米<br/>
</div>
<div>錶盤顏色 白色<br/>
</div>
<div>錶帶顏色 棕色<br/>
</div>
<div>錶殼顏色銀色，黑色<br/>
</div>
<div>附加功能日曆，雙重時間<br/>
</div>
</div>",性別 男人機芯 石英模擬/數字 模擬錶帶式 皮革晶體類型 礦物錶殼直徑 48毫米耐水性 300M錶殼深度 12毫米錶盤顏色 白色錶帶顏色 棕色錶殼顏色銀色，黑色附加功能日曆，雙重時間,"HK$2,550.00","HK$1,090.00",https://www.citiwide-online.com/products/5ec3968207ec313f9f603f55,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3967f07ec313f9f603f53/2000x.jpg,1
Orient 石英計時碼表 FTT0Y007W0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3968107ec313f9f603f54/2000x.jpg,2
Orient 第二代Bambino經典自動手錶FAC0000DD0,Orient 第二代Bambino經典自動手錶FAC0000DD0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>東方Bambino系列<br/></p>
<div>不銹鋼錶殼<br/>
</div>
<div>黑色皮錶帶<br/>
</div>
<div>自動機芯<br/>
</div>
<div>口徑：F6724<br/>
</div>
<div>圓頂礦物水晶<br/>
</div>
<div>黑色錶盤<br/>
</div>
<div>日期顯示<br/>
</div>
<div>堅固的底蓋<br/>
</div>
<div>推/拉冠<br/>
</div>
<div>帶扣表扣<br/>
</div>
<div>30M防水<br/>
</div>
<div><br/></div>
<div>近似錶殼直徑：40.5毫米<br/>
</div>
<div>近似錶殼厚度：11.8毫米</div>
</div>",東方Bambino系列不銹鋼錶殼黑色皮錶帶自動機芯口徑：F6724圓頂礦物水晶黑色錶盤日期顯示堅固的底蓋推/拉冠帶扣表扣30M防水近似錶殼直徑：40.5毫米近似錶殼厚度：11.8毫米,"HK$2,498.00","HK$1,250.00",https://www.citiwide-online.com/products/5f83f0fb36f065000197fa79,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f0ff4a49e50001514a0a/2000x.jpg,1
Orient 第二代Bambino經典自動手錶FAC0000DD0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f1034a49e50001514a10/2000x.jpg,2
Orient 第二代Bambino經典自動手錶FAC0000DD0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f10b4a49e50001514a18/2000x.png,3
Orient Mako XL 潛水自動機械手錶 FEM75004B9,Orient Mako XL 潛水自動機械手錶 FEM75004B9,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>品牌 東方雙獅 <br/></p>
<div>適用人群 男士<br/>
</div>
<div>玻璃類型 礦石強化玻璃鏡面<br/>
</div>
<div>錶殼材質 不銹鋼<br/>
</div>
<div>錶帶材質 不銹鋼<br/>
</div>
<div>機芯 自動機械系列<br/>
</div>
<div>製造地 日本製造機芯<br/>
</div>
<div>特徵 21顆寶石鑲嵌<br/>
</div>
<div>每天誤差在15至25秒之間<br/>
</div>
<div>日曆（星期與日期顯示）<br/>
</div>
<div>40小時動力儲存<br/>
</div>
<div>螺旋式把頭<br/>
</div>
<div>單向時間運轉表圈<br/>
</div>
<div>發光指針與刻度<br/>
</div>
<div>顯示屏<br/>
</div>
<div>模擬時鐘<br/>
</div>
<div>錶盤顏色 黑色<br/>
</div>
<div>錶殼寬度 44.5mm<br/>
</div>
<div>錶殼深度 13.3mm<br/>
</div>
<div>防水深度 200m<br/>
</div>
</div>",品牌 東方雙獅適用人群 男士玻璃類型 礦石強化玻璃鏡面錶殼材質 不銹鋼錶帶材質 不銹鋼機芯 自動機械系列製造地 日本製造機芯特徵 21顆寶石鑲嵌每天誤差在15至25秒之間日曆（星期與日期顯示）40小時動力儲存螺旋式把頭單向時間運轉表圈發光指針與刻度顯示屏模擬時鐘錶盤顏色 黑色錶殼寬度 44.5mm錶殼深度 13.3mm防水深度 200m,"HK$1,980.00","HK$1,150.00",https://www.citiwide-online.com/products/5f06ee4d07ec3130a72f987a,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee4707ec3130a72f9877/2000x.jpg,1
Orient Mako XL 潛水自動機械手錶 FEM75004B9,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee4a07ec3130a72f9878/2000x.jpg,2
Orient Mako XL 潛水自動機械手錶 FEM75004B9,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f06ee4d07ec3130a72f9879/2000x.jpg,3
Orient 縷空機芯自動機械手錶 SAG00003B0,Orient 縷空機芯自動機械手錶 SAG00003B0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>東方品牌<br/></p>
<div>性別男人<br/>
</div>
<div>玻璃類型<br/>
</div>
<div>圓頂水晶玻璃盒材料<br/>
</div>
<div>不銹鋼錶帶材料<br/>
</div>
<div>皮革機芯<br/>
</div>
<div>自動製造<br/>
</div>
<div>日本製造功能<br/>
</div>
<div>駭客＆手動上鍊22珠寶<br/>
</div>
<div>每日準確度+25至-15秒<br/>
</div>
<div>40小時動力儲存<br/>
</div>
<div>顯示模擬<br/>
</div>
<div>錶盤顏色黑色<br/>
</div>
<div>錶殼的寬度43mm<br/>
</div>
<div>錶殼深度12mm<br/>
</div>
<div>重量75g<br/>
</div>
<div>耐水性50m</div>
</div>",東方品牌性別男人玻璃類型圓頂水晶玻璃盒材料不銹鋼錶帶材料皮革機芯自動製造日本製造功能駭客＆手動上鍊22珠寶每日準確度+25至-15秒40小時動力儲存顯示模擬錶盤顏色黑色錶殼的寬度43mm錶殼深度12mm重量75g耐水性50m,"HK$2,698.00","HK$1,350.00",https://www.citiwide-online.com/products/5f83f0fb36f065000197fa85,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f0fda04ef3000191ee87/2000x.png,1
Orient 縷空機芯自動機械手錶 SAG00003B0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f100a04ef3000191ee8d/2000x.jpg,2
Orient 縷空機芯自動機械手錶 SAG00003B0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5f83f105a04ef3000191ee92/2000x.jpg,3
Orient Mako 潛水機械手錶 FEM75005R9,Orient Mako 潛水機械手錶 FEM75005R9,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>不銹鋼:錶殼搭配精鋼錶鍊。<br/></p>
<div>單向旋轉不銹鋼表圈，<br/>
</div>
<div>黑色頂環。<br/>
</div>
<div>奶油色錶盤，<br/>
</div>
<div>夜光銀色指針和指針時標。<br/>
</div>
<div>外緣周圍的分鐘標記。<br/>
</div>
<div>撥號類型：模擬。<br/>
</div>
<div>熒光手和標記。星期幾和日期顯示在3點鐘位置。<br/>
</div>
<div>東方機芯46943自動機芯，<br/>
</div>
<div>40小時動力儲存。<br/>
</div>
<div>抗劃傷的礦物晶體。<br/>
</div>
<div>擰下表冠。<br/>
</div>
<div>圓形錶殼形狀。<br/>
</div>
<div>錶殼尺寸：44.5毫米。<br/>
</div>
<div>錶殼厚度：13.3毫米。<br/>
</div>
<div>帶寬：22毫米。<br/>
</div>
<div>用安全釋放折疊扣環。<br/>
</div>
<div>防水深度為200米/ 660英尺。<br/>
</div>
<div>功能：日期，日，小時，分鐘，秒。潛水錶款式。<br/>
</div>
<div><br/></div>
<div><br/></div>
</div>",不銹鋼:錶殼搭配精鋼錶鍊。單向旋轉不銹鋼表圈，黑色頂環。奶油色錶盤，夜光銀色指針和指針時標。外緣周圍的分鐘標記。撥號類型：模擬。熒光手和標記。星期幾和日期顯示在3點鐘位置。東方機芯46943自動機芯，40小時動力儲存。抗劃傷的礦物晶體。擰下表冠。圓形錶殼形狀。錶殼尺寸：44.5毫米。錶殼厚度：13.3毫米。帶寬：22毫米。用安全釋放折疊扣環。防水深度為200米/ 660英尺。功能：日期，日，小時，分鐘，秒。潛水錶款式。,"HK$2,650.00","HK$1,350.00",https://www.citiwide-online.com/products/5ec3966407ec313f9f603f3b,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3966207ec313f9f603f39/2000x.png,1
Orient Mako 潛水機械手錶 FEM75005R9,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3966407ec313f9f603f3a/2000x.jpg,2
Orient 石英計時碼表 SKV01004B0/FKV01004B0,Orient 石英計時碼表 SKV01004B0/FKV01004B0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>東方品牌 <br/></p>
<div>型號FKV01004B0<br/>
</div>
<div>零件編號FKV01004B0<br/>
</div>
<div>模特年2018<br/>
</div>
<div>物品形狀圓形<br/>
</div>
<div>百葉窗材質類型礦物<br/>
</div>
<div>顯示類型<br/>
</div>
<div>表扣類型<br/>
</div>
<div>錶殼材質不銹鋼<br/>
</div>
<div>錶殼直徑：44毫米<br/>
</div>
<div>情況尺寸大<br/>
</div>
<div>錶殼的厚度11毫米<br/>
</div>
<div>錶帶材質皮革<br/>
</div>
<div>帶寬22毫米<br/>
</div>
<div>錶帶顏色黑色<br/>
</div>
<div>錶盤顏色黑色<br/>
</div>
<div>日曆日期<br/>
</div>
<div>重量73克<br/>
</div>
<div>機芯石英<br/>
</div>
<div>耐水壓5 bar<br/>
</div>
</div>",東方品牌型號FKV01004B0零件編號FKV01004B0模特年2018物品形狀圓形百葉窗材質類型礦物顯示類型表扣類型錶殼材質不銹鋼錶殼直徑：44毫米情況尺寸大錶殼的厚度11毫米錶帶材質皮革帶寬22毫米錶帶顏色黑色錶盤顏色黑色日曆日期重量73克機芯石英耐水壓5 bar,"HK$2,450.00","HK$1,050.00",https://www.citiwide-online.com/products/5ec3964e07ec313f9f603f27,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3964807ec313f9f603f24/2000x.jpg,1
Orient 石英計時碼表 SKV01004B0/FKV01004B0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3964b07ec313f9f603f25/2000x.jpg,2
Orient 石英計時碼表 SKV01004B0/FKV01004B0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3964e07ec313f9f603f26/2000x.jpg,3
Orient 經典自動機械手錶 FEV0U003WH,Orient 經典自動機械手錶 FEV0U003WH,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>INFORMATION <br/></p>
<div>品牌東方雙獅<br/>
</div>
<div>系列 Classic<br/>
</div>
<div>型號 FEV0U003WH<br/>
</div>
<div>性別 男士<br/>
</div>
<div>手錶標籤 Japan Movt<br/>
</div>
<div>機芯 自動上弦<br/>
</div>
<div>機芯型號 Orient Calibre 46E40<br/>
</div>
<div>動力儲備 40 小時<br/>
</div>
<div>FEATURES<br/>
</div>
<div>防水能力 50 米 / 165 英尺<br/>
</div>
<div>功能 Date, Day, Hour, Minute, Second<br/>
</div>
<div>CASE<br/>
</div>
<div>表徑 42 毫米<br/>
</div>
<div>錶殼厚度 11 毫米<br/>
</div>
<div>錶殼材質 鋼<br/>
</div>
<div>錶殼形狀 圓形<br/>
</div>
<div>底蓋 實體<br/>
</div>
<div>BAND<br/>
</div>
<div>錶帶類型 搭扣型<br/>
</div>
<div>錶帶材質 皮革<br/>
</div>
<div>錶帶顏色 黑色<br/>
</div>
<div>DIAL<br/>
</div>
<div>錶盤類型 Analog<br/>
</div>
<div>錶盤顏色 白色<br/>
</div>
<div>鏡面<br/>
</div>
<div>指針 Luminous Silver-tone<br/>
</div>
<div>分鐘刻度 Minute Markers around the outer rim<br/>
</div>
<div>錶盤 刻度條狀<br/>
</div>
<div>小錶盤<br/>
</div>
<div>夜光顯示 Hands and Markers<br/>
</div>
<div>表圈固定<br/>
</div>
<div>表冠拉/推<br/>
</div>
</div>","INFORMATION品牌東方雙獅系列 Classic型號 FEV0U003WH性別 男士手錶標籤 Japan Movt機芯 自動上弦機芯型號 Orient Calibre 46E40動力儲備 40 小時FEATURES防水能力 50 米 / 165 英尺功能 Date, Day, Hour, Minute, SecondCASE表徑 42 毫米錶殼厚度 11 毫米錶殼材質 鋼錶殼形狀 圓形底蓋 實體BAND錶帶類型 搭扣型錶帶材質 皮革錶帶顏色 黑色DIAL錶盤類型 Analog錶盤顏色 白色鏡面指針 Luminous Silver-tone分鐘刻度 Minute Markers around the outer rim錶盤 刻度條狀小錶盤夜光顯示 Hands and Markers表圈固定表冠拉/推","HK$2,550.00","HK$1,090.00",https://www.citiwide-online.com/products/5ec3967c07ec313f9f603f50,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3967907ec313f9f603f4e/2000x.jpg,1
Orient 經典自動機械手錶 FEV0U003WH,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3967c07ec313f9f603f4f/2000x.jpg,2
Orient 經典四針機械手錶SAL00006W0,Orient 經典四針機械手錶SAL00006W0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>產品規格<br/></p>
<div>經典四針<br/>
</div>
<div>產品編號 SAL00006W0<br/>
</div>
<div>適用人群 紳士<br/>
</div>
<div>錶殼形狀 圓形<br/>
</div>
<div>橫徑（mm） 43<br/>
</div>
<div>厚度（mm） 12<br/>
</div>
<div>錶殼材質 全鋼鍍玫瑰金<br/>
</div>
<div>錶鏡材質 礦物質玻璃<br/>
</div>
<div>底蓋構造 1、透視底蓋<br/>
</div>
<div>2、上鎖底蓋<br/>
</div>
<div>防水性能（Bar） 5<br/>
</div>
<div>機芯類型 機械<br/>
</div>
<div>功能一覽 1、雙歷顯示<br/>
</div>
<div>2、對時停秒<br/>
</div>
<div>錶帶類型 針扣式<br/>
</div>
<div>錶帶材質 牛皮<br/>
</div>
<div>錶盤顏色 白色<br/>
</div>
<div>手動上弦 是<br/>
</div>
</div>",產品規格經典四針產品編號 SAL00006W0適用人群 紳士錶殼形狀 圓形橫徑（mm） 43厚度（mm） 12錶殼材質 全鋼鍍玫瑰金錶鏡材質 礦物質玻璃底蓋構造 1、透視底蓋2、上鎖底蓋防水性能（Bar） 5機芯類型 機械功能一覽 1、雙歷顯示2、對時停秒錶帶類型 針扣式錶帶材質 牛皮錶盤顏色 白色手動上弦 是,"HK$2,500.00","HK$1,100.00",https://www.citiwide-online.com/products/5df0a9f2622a5662a0f512b4,https://shoplineimg.com/5d02035403a5360001dbbef8/5df0a9ee622a5662a0f512b2/2000x.png,1
